image_id,label,variety,age,image_path,age_outlier,variety_grouped,label_id,var_ADT45,var_AndraPonni,var_AtchayaPonni,var_KarnatakaPonni,var_Onthanel,var_Other,var_Ponni,var_Zonal,age_scaled,var_ADT45,var_AndraPonni,var_AtchayaPonni,var_KarnatakaPonni,var_Onthanel,var_Other,var_Ponni,var_Zonal
102622.jpg,normal,ADT45,60,train_images/normal/102622.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
110039.jpg,bacterial_panicle_blight,ADT45,68,train_images/bacterial_panicle_blight/110039.jpg,False,ADT45,2,True,False,False,False,False,False,False,False,0.4416386457440419,True,False,False,False,False,False,False,False
103894.jpg,normal,ADT45,60,train_images/normal/103894.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
106451.jpg,blast,Ponni,55,train_images/blast/106451.jpg,False,Ponni,3,False,False,False,False,False,False,True,False,-1.0095133924683517,False,False,False,False,False,False,True,False
103669.jpg,blast,KarnatakaPonni,75,train_images/blast/103669.jpg,False,KarnatakaPonni,3,False,False,False,True,False,False,False,False,1.2230282047814847,False,False,False,True,False,False,False,False
108219.jpg,hispa,ADT45,45,train_images/hispa/108219.jpg,False,ADT45,7,True,False,False,False,False,False,False,False,-2.12578419109327,True,False,False,False,False,False,False,False
102639.jpg,bacterial_leaf_blight,ADT45,68,train_images/bacterial_leaf_blight/102639.jpg,False,ADT45,0,True,False,False,False,False,False,False,False,0.4416386457440419,True,False,False,False,False,False,False,False
106447.jpg,normal,ADT45,60,train_images/normal/106447.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
102561.jpg,normal,ADT45,60,train_images/normal/102561.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
102008.jpg,blast,ADT45,70,train_images/blast/102008.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
103048.jpg,bacterial_leaf_blight,ADT45,72,train_images/bacterial_leaf_blight/103048.jpg,False,ADT45,0,True,False,False,False,False,False,False,False,0.8881469651940092,True,False,False,False,False,False,False,False
102612.jpg,tungro,ADT45,70,train_images/tungro/102612.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
104198.jpg,normal,ADT45,60,train_images/normal/104198.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
106205.jpg,blast,ADT45,70,train_images/blast/106205.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
108154.jpg,brown_spot,KarnatakaPonni,50,train_images/brown_spot/108154.jpg,False,KarnatakaPonni,4,False,False,False,True,False,False,False,False,-1.5676487917808108,False,False,False,True,False,False,False,False
102487.jpg,downy_mildew,ADT45,70,train_images/downy_mildew/102487.jpg,False,ADT45,6,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
101741.jpg,normal,ADT45,67,train_images/normal/101741.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,0.33001156588155006,True,False,False,False,False,False,False,False
102823.jpg,downy_mildew,ADT45,70,train_images/downy_mildew/102823.jpg,False,ADT45,6,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
103542.jpg,downy_mildew,ADT45,70,train_images/downy_mildew/103542.jpg,False,ADT45,6,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
104794.jpg,dead_heart,IR20,70,train_images/dead_heart/104794.jpg,False,Other,5,False,False,False,False,False,True,False,False,0.6648928054690255,False,False,False,False,False,True,False,False
104430.jpg,bacterial_leaf_blight,ADT45,68,train_images/bacterial_leaf_blight/104430.jpg,False,ADT45,0,True,False,False,False,False,False,False,False,0.4416386457440419,True,False,False,False,False,False,False,False
107431.jpg,dead_heart,ADT45,70,train_images/dead_heart/107431.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
104646.jpg,dead_heart,RR,70,train_images/dead_heart/104646.jpg,False,Other,5,False,False,False,False,False,True,False,False,0.6648928054690255,False,False,False,False,False,True,False,False
106036.jpg,hispa,AtchayaPonni,65,train_images/hispa/106036.jpg,False,AtchayaPonni,7,False,False,True,False,False,False,False,False,0.10675740615656645,False,False,True,False,False,False,False,False
100551.jpg,dead_heart,Onthanel,70,train_images/dead_heart/100551.jpg,False,Onthanel,5,False,False,False,False,True,False,False,False,0.6648928054690255,False,False,False,False,True,False,False,False
106530.jpg,hispa,ADT45,50,train_images/hispa/106530.jpg,False,ADT45,7,True,False,False,False,False,False,False,False,-1.5676487917808108,True,False,False,False,False,False,False,False
109590.jpg,tungro,AtchayaPonni,50,train_images/tungro/109590.jpg,False,AtchayaPonni,9,False,False,True,False,False,False,False,False,-1.5676487917808108,False,False,True,False,False,False,False,False
106558.jpg,tungro,ADT45,60,train_images/tungro/106558.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
104564.jpg,brown_spot,ADT45,70,train_images/brown_spot/104564.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
104793.jpg,hispa,ADT45,50,train_images/hispa/104793.jpg,False,ADT45,7,True,False,False,False,False,False,False,False,-1.5676487917808108,True,False,False,False,False,False,False,False
108331.jpg,blast,ADT45,65,train_images/blast/108331.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,0.10675740615656645,True,False,False,False,False,False,False,False
108389.jpg,tungro,ADT45,72,train_images/tungro/108389.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.8881469651940092,True,False,False,False,False,False,False,False
102137.jpg,bacterial_leaf_streak,Zonal,70,train_images/bacterial_leaf_streak/102137.jpg,False,Zonal,1,False,False,False,False,False,False,False,True,0.6648928054690255,False,False,False,False,False,False,False,True
108350.jpg,brown_spot,KarnatakaPonni,75,train_images/brown_spot/108350.jpg,False,KarnatakaPonni,4,False,False,False,True,False,False,False,False,1.2230282047814847,False,False,False,True,False,False,False,False
106967.jpg,tungro,ADT45,60,train_images/tungro/106967.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
100743.jpg,tungro,ADT45,65,train_images/tungro/100743.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.10675740615656645,True,False,False,False,False,False,False,False
109400.jpg,hispa,AtchayaPonni,50,train_images/hispa/109400.jpg,False,AtchayaPonni,7,False,False,True,False,False,False,False,False,-1.5676487917808108,False,False,True,False,False,False,False,False
107359.jpg,brown_spot,ADT45,55,train_images/brown_spot/107359.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,-1.0095133924683517,True,False,False,False,False,False,False,False
108149.jpg,tungro,ADT45,67,train_images/tungro/108149.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.33001156588155006,True,False,False,False,False,False,False,False
104612.jpg,hispa,AndraPonni,65,train_images/hispa/104612.jpg,False,AndraPonni,7,False,True,False,False,False,False,False,False,0.10675740615656645,False,True,False,False,False,False,False,False
100507.jpg,normal,Ponni,60,train_images/normal/100507.jpg,False,Ponni,8,False,False,False,False,False,False,True,False,-0.4513779931558926,False,False,False,False,False,False,True,False
105219.jpg,bacterial_leaf_streak,Zonal,70,train_images/bacterial_leaf_streak/105219.jpg,False,Zonal,1,False,False,False,False,False,False,False,True,0.6648928054690255,False,False,False,False,False,False,False,True
104211.jpg,normal,ADT45,60,train_images/normal/104211.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
105918.jpg,blast,ADT45,60,train_images/blast/105918.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
103289.jpg,blast,AndraPonni,45,train_images/blast/103289.jpg,False,AndraPonni,3,False,True,False,False,False,False,False,False,-2.12578419109327,False,True,False,False,False,False,False,False
105333.jpg,blast,Ponni,47,train_images/blast/105333.jpg,False,Ponni,3,False,False,False,False,False,False,True,False,-1.9025300313682862,False,False,False,False,False,False,True,False
106586.jpg,bacterial_leaf_streak,ADT45,55,train_images/bacterial_leaf_streak/106586.jpg,False,ADT45,1,True,False,False,False,False,False,False,False,-1.0095133924683517,True,False,False,False,False,False,False,False
108313.jpg,normal,ADT45,70,train_images/normal/108313.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
108715.jpg,blast,ADT45,70,train_images/blast/108715.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
109817.jpg,brown_spot,ADT45,55,train_images/brown_spot/109817.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,-1.0095133924683517,True,False,False,False,False,False,False,False
106081.jpg,downy_mildew,ADT45,60,train_images/downy_mildew/106081.jpg,False,ADT45,6,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
101044.jpg,normal,ADT45,67,train_images/normal/101044.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,0.33001156588155006,True,False,False,False,False,False,False,False
102050.jpg,tungro,AtchayaPonni,57,train_images/tungro/102050.jpg,False,AtchayaPonni,9,False,False,True,False,False,False,False,False,-0.7862592327433681,False,False,True,False,False,False,False,False
105402.jpg,brown_spot,ADT45,66,train_images/brown_spot/105402.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.21838448601905827,True,False,False,False,False,False,False,False
101945.jpg,hispa,ADT45,50,train_images/hispa/101945.jpg,False,ADT45,7,True,False,False,False,False,False,False,False,-1.5676487917808108,True,False,False,False,False,False,False,False
104903.jpg,dead_heart,ADT45,70,train_images/dead_heart/104903.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
101145.jpg,brown_spot,ADT45,70,train_images/brown_spot/101145.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
101848.jpg,normal,Ponni,60,train_images/normal/101848.jpg,False,Ponni,8,False,False,False,False,False,False,True,False,-0.4513779931558926,False,False,False,False,False,False,True,False
102509.jpg,tungro,ADT45,70,train_images/tungro/102509.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
102299.jpg,hispa,AtchayaPonni,57,train_images/hispa/102299.jpg,False,AtchayaPonni,7,False,False,True,False,False,False,False,False,-0.7862592327433681,False,False,True,False,False,False,False,False
107859.jpg,bacterial_panicle_blight,ADT45,80,train_images/bacterial_panicle_blight/107859.jpg,False,ADT45,2,True,False,False,False,False,False,False,False,1.7811636040939436,True,False,False,False,False,False,False,False
103276.jpg,bacterial_leaf_blight,ADT45,72,train_images/bacterial_leaf_blight/103276.jpg,False,ADT45,0,True,False,False,False,False,False,False,False,0.8881469651940092,True,False,False,False,False,False,False,False
104369.jpg,blast,ADT45,60,train_images/blast/104369.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
103659.jpg,normal,ADT45,80,train_images/normal/103659.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,1.7811636040939436,True,False,False,False,False,False,False,False
107373.jpg,blast,KarnatakaPonni,75,train_images/blast/107373.jpg,False,KarnatakaPonni,3,False,False,False,True,False,False,False,False,1.2230282047814847,False,False,False,True,False,False,False,False
109038.jpg,blast,ADT45,50,train_images/blast/109038.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,-1.5676487917808108,True,False,False,False,False,False,False,False
105411.jpg,blast,ADT45,70,train_images/blast/105411.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
106343.jpg,brown_spot,ADT45,72,train_images/brown_spot/106343.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.8881469651940092,True,False,False,False,False,False,False,False
105862.jpg,blast,KarnatakaPonni,75,train_images/blast/105862.jpg,False,KarnatakaPonni,3,False,False,False,True,False,False,False,False,1.2230282047814847,False,False,False,True,False,False,False,False
100362.jpg,hispa,ADT45,55,train_images/hispa/100362.jpg,False,ADT45,7,True,False,False,False,False,False,False,False,-1.0095133924683517,True,False,False,False,False,False,False,False
107753.jpg,hispa,AtchayaPonni,65,train_images/hispa/107753.jpg,False,AtchayaPonni,7,False,False,True,False,False,False,False,False,0.10675740615656645,False,False,True,False,False,False,False,False
107924.jpg,normal,ADT45,70,train_images/normal/107924.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
106010.jpg,dead_heart,ADT45,70,train_images/dead_heart/106010.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
106695.jpg,tungro,ADT45,70,train_images/tungro/106695.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
100667.jpg,dead_heart,ADT45,70,train_images/dead_heart/100667.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
103212.jpg,blast,ADT45,67,train_images/blast/103212.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,0.33001156588155006,True,False,False,False,False,False,False,False
106277.jpg,tungro,ADT45,45,train_images/tungro/106277.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,-2.12578419109327,True,False,False,False,False,False,False,False
103043.jpg,bacterial_panicle_blight,ADT45,70,train_images/bacterial_panicle_blight/103043.jpg,False,ADT45,2,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
109493.jpg,normal,ADT45,60,train_images/normal/109493.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
104499.jpg,brown_spot,ADT45,67,train_images/brown_spot/104499.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.33001156588155006,True,False,False,False,False,False,False,False
100617.jpg,dead_heart,ADT45,70,train_images/dead_heart/100617.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
100741.jpg,normal,ADT45,60,train_images/normal/100741.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
104657.jpg,bacterial_leaf_blight,ADT45,68,train_images/bacterial_leaf_blight/104657.jpg,False,ADT45,0,True,False,False,False,False,False,False,False,0.4416386457440419,True,False,False,False,False,False,False,False
105492.jpg,normal,ADT45,70,train_images/normal/105492.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
108956.jpg,blast,ADT45,50,train_images/blast/108956.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,-1.5676487917808108,True,False,False,False,False,False,False,False
104433.jpg,blast,KarnatakaPonni,75,train_images/blast/104433.jpg,False,KarnatakaPonni,3,False,False,False,True,False,False,False,False,1.2230282047814847,False,False,False,True,False,False,False,False
105815.jpg,bacterial_leaf_streak,Zonal,70,train_images/bacterial_leaf_streak/105815.jpg,False,Zonal,1,False,False,False,False,False,False,False,True,0.6648928054690255,False,False,False,False,False,False,False,True
101946.jpg,hispa,ADT45,45,train_images/hispa/101946.jpg,False,ADT45,7,True,False,False,False,False,False,False,False,-2.12578419109327,True,False,False,False,False,False,False,False
106573.jpg,dead_heart,ADT45,70,train_images/dead_heart/106573.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
105260.jpg,dead_heart,ADT45,70,train_images/dead_heart/105260.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
109452.jpg,tungro,ADT45,70,train_images/tungro/109452.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
103585.jpg,blast,KarnatakaPonni,75,train_images/blast/103585.jpg,False,KarnatakaPonni,3,False,False,False,True,False,False,False,False,1.2230282047814847,False,False,False,True,False,False,False,False
104623.jpg,brown_spot,ADT45,72,train_images/brown_spot/104623.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.8881469651940092,True,False,False,False,False,False,False,False
104097.jpg,blast,ADT45,50,train_images/blast/104097.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,-1.5676487917808108,True,False,False,False,False,False,False,False
101270.jpg,tungro,ADT45,60,train_images/tungro/101270.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
102416.jpg,tungro,ADT45,65,train_images/tungro/102416.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.10675740615656645,True,False,False,False,False,False,False,False
100035.jpg,brown_spot,ADT45,55,train_images/brown_spot/100035.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,-1.0095133924683517,True,False,False,False,False,False,False,False
106623.jpg,dead_heart,ADT45,72,train_images/dead_heart/106623.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,0.8881469651940092,True,False,False,False,False,False,False,False
105797.jpg,tungro,ADT45,60,train_images/tungro/105797.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
110249.jpg,normal,ADT45,60,train_images/normal/110249.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
103488.jpg,dead_heart,KarnatakaPonni,75,train_images/dead_heart/103488.jpg,False,KarnatakaPonni,5,False,False,False,True,False,False,False,False,1.2230282047814847,False,False,False,True,False,False,False,False
100806.jpg,blast,KarnatakaPonni,75,train_images/blast/100806.jpg,False,KarnatakaPonni,3,False,False,False,True,False,False,False,False,1.2230282047814847,False,False,False,True,False,False,False,False
103805.jpg,bacterial_leaf_streak,Zonal,70,train_images/bacterial_leaf_streak/103805.jpg,False,Zonal,1,False,False,False,False,False,False,False,True,0.6648928054690255,False,False,False,False,False,False,False,True
103014.jpg,tungro,ADT45,70,train_images/tungro/103014.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
102343.jpg,dead_heart,AndraPonni,65,train_images/dead_heart/102343.jpg,False,AndraPonni,5,False,True,False,False,False,False,False,False,0.10675740615656645,False,True,False,False,False,False,False,False
102307.jpg,dead_heart,ADT45,70,train_images/dead_heart/102307.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
108429.jpg,bacterial_leaf_blight,ADT45,72,train_images/bacterial_leaf_blight/108429.jpg,False,ADT45,0,True,False,False,False,False,False,False,False,0.8881469651940092,True,False,False,False,False,False,False,False
100700.jpg,dead_heart,ADT45,70,train_images/dead_heart/100700.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
102756.jpg,bacterial_panicle_blight,Ponni,80,train_images/bacterial_panicle_blight/102756.jpg,False,Ponni,2,False,False,False,False,False,False,True,False,1.7811636040939436,False,False,False,False,False,False,True,False
108100.jpg,downy_mildew,AtchayaPonni,45,train_images/downy_mildew/108100.jpg,False,AtchayaPonni,6,False,False,True,False,False,False,False,False,-2.12578419109327,False,False,True,False,False,False,False,False
102649.jpg,blast,ADT45,50,train_images/blast/102649.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,-1.5676487917808108,True,False,False,False,False,False,False,False
108034.jpg,blast,ADT45,50,train_images/blast/108034.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,-1.5676487917808108,True,False,False,False,False,False,False,False
107615.jpg,normal,ADT45,50,train_images/normal/107615.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-1.5676487917808108,True,False,False,False,False,False,False,False
109010.jpg,dead_heart,ADT45,67,train_images/dead_heart/109010.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,0.33001156588155006,True,False,False,False,False,False,False,False
110002.jpg,brown_spot,ADT45,55,train_images/brown_spot/110002.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,-1.0095133924683517,True,False,False,False,False,False,False,False
103916.jpg,normal,ADT45,60,train_images/normal/103916.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
105611.jpg,blast,KarnatakaPonni,75,train_images/blast/105611.jpg,False,KarnatakaPonni,3,False,False,False,True,False,False,False,False,1.2230282047814847,False,False,False,True,False,False,False,False
102172.jpg,blast,Ponni,55,train_images/blast/102172.jpg,False,Ponni,3,False,False,False,False,False,False,True,False,-1.0095133924683517,False,False,False,False,False,False,True,False
110261.jpg,blast,ADT45,60,train_images/blast/110261.jpg,False,ADT45,3,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
100812.jpg,blast,Ponni,47,train_images/blast/100812.jpg,False,Ponni,3,False,False,False,False,False,False,True,False,-1.9025300313682862,False,False,False,False,False,False,True,False
102269.jpg,tungro,ADT45,70,train_images/tungro/102269.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
105248.jpg,brown_spot,ADT45,70,train_images/brown_spot/105248.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
104551.jpg,tungro,AtchayaPonni,57,train_images/tungro/104551.jpg,False,AtchayaPonni,9,False,False,True,False,False,False,False,False,-0.7862592327433681,False,False,True,False,False,False,False,False
101851.jpg,dead_heart,ADT45,70,train_images/dead_heart/101851.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
104091.jpg,dead_heart,KarnatakaPonni,75,train_images/dead_heart/104091.jpg,False,KarnatakaPonni,5,False,False,False,True,False,False,False,False,1.2230282047814847,False,False,False,True,False,False,False,False
108248.jpg,dead_heart,ADT45,72,train_images/dead_heart/108248.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,0.8881469651940092,True,False,False,False,False,False,False,False
108120.jpg,brown_spot,ADT45,55,train_images/brown_spot/108120.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,-1.0095133924683517,True,False,False,False,False,False,False,False
103552.jpg,bacterial_leaf_blight,ADT45,55,train_images/bacterial_leaf_blight/103552.jpg,False,ADT45,0,True,False,False,False,False,False,False,False,-1.0095133924683517,True,False,False,False,False,False,False,False
105495.jpg,downy_mildew,ADT45,60,train_images/downy_mildew/105495.jpg,False,ADT45,6,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
109470.jpg,hispa,AtchayaPonni,65,train_images/hispa/109470.jpg,False,AtchayaPonni,7,False,False,True,False,False,False,False,False,0.10675740615656645,False,False,True,False,False,False,False,False
108461.jpg,dead_heart,ADT45,70,train_images/dead_heart/108461.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
109639.jpg,downy_mildew,KarnatakaPonni,50,train_images/downy_mildew/109639.jpg,False,KarnatakaPonni,6,False,False,False,True,False,False,False,False,-1.5676487917808108,False,False,False,True,False,False,False,False
101474.jpg,bacterial_panicle_blight,AndraPonni,65,train_images/bacterial_panicle_blight/101474.jpg,False,AndraPonni,2,False,True,False,False,False,False,False,False,0.10675740615656645,False,True,False,False,False,False,False,False
108830.jpg,normal,ADT45,60,train_images/normal/108830.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
102095.jpg,hispa,AtchayaPonni,65,train_images/hispa/102095.jpg,False,AtchayaPonni,7,False,False,True,False,False,False,False,False,0.10675740615656645,False,False,True,False,False,False,False,False
104178.jpg,normal,ADT45,60,train_images/normal/104178.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
102675.jpg,downy_mildew,AtchayaPonni,45,train_images/downy_mildew/102675.jpg,False,AtchayaPonni,6,False,False,True,False,False,False,False,False,-2.12578419109327,False,False,True,False,False,False,False,False
102999.jpg,normal,ADT45,70,train_images/normal/102999.jpg,False,ADT45,8,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
102947.jpg,bacterial_leaf_streak,Onthanel,50,train_images/bacterial_leaf_streak/102947.jpg,False,Onthanel,1,False,False,False,False,True,False,False,False,-1.5676487917808108,False,False,False,False,True,False,False,False
107275.jpg,hispa,AtchayaPonni,65,train_images/hispa/107275.jpg,False,AtchayaPonni,7,False,False,True,False,False,False,False,False,0.10675740615656645,False,False,True,False,False,False,False,False
104149.jpg,brown_spot,ADT45,70,train_images/brown_spot/104149.jpg,False,ADT45,4,True,False,False,False,False,False,False,False,0.6648928054690255,True,False,False,False,False,False,False,False
104463.jpg,hispa,Onthanel,70,train_images/hispa/104463.jpg,False,Onthanel,7,False,False,False,False,True,False,False,False,0.6648928054690255,False,False,False,False,True,False,False,False
102760.jpg,hispa,ADT45,50,train_images/hispa/102760.jpg,False,ADT45,7,True,False,False,False,False,False,False,False,-1.5676487917808108,True,False,False,False,False,False,False,False
108203.jpg,dead_heart,ADT45,75,train_images/dead_heart/108203.jpg,False,ADT45,5,True,False,False,False,False,False,False,False,1.2230282047814847,True,False,False,False,False,False,False,False
109731.jpg,tungro,ADT45,60,train_images/tungro/109731.jpg,False,ADT45,9,True,False,False,False,False,False,False,False,-0.4513779931558926,True,False,False,False,False,False,False,False
107394.jpg,hispa,ADT45,50,train_images/hispa/107394.jpg,False,ADT45,7,True,False,False,False,False,False,False,False,-1.5676487917808108,True,False,False,False,False,False,False,False
